Longevity data downloaded from FMP by Suheeta Roy on 3 Feb 2023,,,,,,,,,,,,
Aging BXD colony @ UTHSC on two diets- chow and high fat,,,,,,,,,,,,
Animals with age at death >200 days are considered for longevity analysis,,,,,,,,,,,,
,,,,,,,,,,,,
Index,EarTagNumberCurrent,EarTagNumberOriginal,StrainName,Sex,Diet,AgeAtDeath (days),CauseOfDeath,DateOfBirth,DateDietStart,DateOfDeath,AgeAtSettingUp (days),
895,887,887,BXD91,F,CD,1050,Euthanized,1/31/12,7/20/12,12/16/14,171,
896,4836,4836,BXD226,F,CD,1051,Euthanized,10/1/19,3/25/22,8/17/22,906,
897,2712,2712,BXD195,F,CD,1054,Natural,10/19/17,12/7/17,9/7/20,49,
898,1465,1465,BXD73b,F,CD,1055,Natural,12/20/13,4/11/14,11/9/16,112,
899,886,886,BXD91,F,CD,1064,Natural,1/31/12,7/20/12,12/30/14,171,
900,2240,2240,BXD175,F,CD,1065,Natural,6/28/15,8/5/15,5/28/18,38,
901,2210,2210,BXD19,F,CD,1068,Natural,6/9/15,8/5/15,5/12/18,57,
902,888,888,BXD91,F,CD,1072,Euthanized,1/31/12,7/20/12,1/7/15,171,
903,249,249,BXD100,F,CD,1072,Natural,10/1/11,2/10/12,9/7/14,132,
904,2285,2285,B6D2F1,F,CD,1080,Natural,4/28/15,8/5/15,4/12/18,99,
905,83,83,BXD27,F,CD,1083,Natural,2/8/11,2/13/12,1/26/14,370,
906,2306,2306,BXD175,F,CD,1091,Natural,7/10/15,9/9/15,7/5/18,61,
907,2228,2228,BXD168,F,CD,1092,Natural,6/24/15,8/5/15,6/20/18,42,
908,1745,157,BXD102,F,CD,1100,Natural,9/12/11,2/10/12,9/16/14,151,
909,2276,2276,C57BL/6J,F,CD,1109,Euthanized,4/6/14,8/5/15,4/19/17,486,
910,2197,2197,BXD28,F,CD,1122,Natural,6/2/15,8/5/15,6/28/18,64,
911,227,227,BXD102,F,CD,1131,Natural,9/10/11,2/10/12,10/15/14,153,
912,97,97,BXD12,F,CD,1197,Natural,8/12/10,2/13/12,11/21/13,550,
913,2534,2534,BXD29,F,CD,1250,Natural,10/4/15,1/15/16,3/7/19,103,
914,2163,2163,BXD40,F,HF,202,Natural,1/14/15,3/13/15,8/4/15,58,
915,663,663,BXD90,F,HF,212,Natural,1/17/12,7/20/12,8/16/12,185,
916,667,667,BXD13,F,HF,226,Natural,1/30/12,7/20/12,9/12/12,172,
917,2094,2094,BXD65,F,HF,236,Natural,10/20/14,2/6/15,6/13/15,109,
918,2747,2747,BXD172,F,HF,239,Euthanized,12/19/17,2/23/18,8/15/18,66,
919,260,260,BXD100,F,HF,239,Natural,10/5/11,2/10/12,5/31/12,128,
920,1552,1552,BXD79,F,HF,242,Natural,1/18/14,4/11/14,9/17/14,83,
921,2580,2580,BXD9,F,HF,242,Natural,2/24/16,5/12/16,10/23/16,78,
922,1005,1005,BXD9,F,HF,243,Natural,1/2/13,8/8/13,9/2/13,218,
923,1339,1339,BXD13,F,HF,245,Natural,7/16/13,11/15/13,3/18/14,122,
924,1336,1336,BXD13,F,HF,248,Natural,7/16/13,11/15/13,3/21/14,122,
925,1704,1704,BXD40,F,HF,254,Euthanized,4/28/14,7/25/14,1/7/15,88,
926,2698,2698,BXD191,F,HF,258,Euthanized,10/18/17,12/7/17,7/3/18,50,
927,2477,2477,BXD62,F,HF,259,Natural,11/4/15,1/14/16,7/20/16,71,
928,793,793,BXD101,F,HF,262,Euthanized,3/27/12,7/20/12,12/14/12,115,
929,1551,1551,BXD79,F,HF,263,Natural,1/18/14,4/11/14,10/8/14,83,
930,1012,1012,BXD9,F,HF,265,Natural,1/2/13,8/8/13,9/24/13,218,
931,1698,1698,BXD51,F,HF,268,Natural,12/12/13,7/25/14,9/6/14,225,
932,599,599,BXD51,F,HF,269,Natural,2/20/12,7/20/12,11/15/12,151,
933,205,205,BXD12,F,HF,271,Natural,10/2/11,2/13/12,6/29/12,134,
934,2051,2051,BXD79,F,HF,274,Natural,10/23/14,2/6/15,7/24/15,106,
935,268,268,BXD27,F,HF,280,Natural,8/9/11,2/13/12,5/15/12,188,
936,270,270,BXD27,F,HF,280,Natural,8/9/11,2/13/12,5/15/12,188,
937,2671,2671,BXD170,F,HF,284,Natural,11/30/16,2/24/17,9/10/17,86,
938,2813,2813,BXD11,F,HF,287,Euthanized,4/20/18,7/6/18,2/1/19,77,
939,1547,1547,BXD79,F,HF,287,Natural,1/18/14,4/11/14,11/1/14,83,
940,446,446,BXD60,F,HF,297,Euthanized,11/8/11,2/13/12,8/31/12,97,
941,563,563,BXD48,F,HF,302,Natural,1/24/12,7/20/12,11/21/12,178,
942,792,792,BXD101,F,HF,302,Natural,3/27/12,7/20/12,1/23/13,115,
943,1272,1272,BXD95,F,HF,303,Natural,4/22/13,8/8/13,2/19/14,108,
944,2905,2905,BXD2,F,HF,314,Euthanized,9/1/18,11/19/18,7/12/19,79,
945,2486,2486,BXD24,F,HF,320,Natural,8/18/15,1/14/16,7/3/16,149,
946,834,834,BXD53,F,HF,324,Natural,1/24/12,7/20/12,12/13/12,178,
947,1357,1357,BXD99,F,HF,325,Natural,11/8/13,1/13/14,9/29/14,66,
948,723,723,BXD56,F,HF,327,Euthanized,3/12/12,7/20/12,2/2/13,130,
949,3025,3025,BXD101,F,HF,328,Euthanized,7/16/19,1/22/20,6/8/20,190,
950,2870,2870,BXD5,F,HF,331,Natural,7/9/18,9/25/18,6/5/19,78,
951,2874,2874,BXD14,F,HF,334,Euthanized,7/4/18,9/25/18,6/3/19,83,
952,398,398,BXD90,F,HF,335,Natural,10/21/11,2/13/12,9/20/12,115,
953,2052,2052,BXD79,F,HF,335,Natural,10/23/14,2/6/15,9/23/15,106,
954,1028,1028,BXD13,F,HF,338,Natural,2/23/13,8/8/13,1/27/14,166,
955,2528,2528,BXD18,F,HF,340,Natural,10/28/15,1/15/16,10/2/16,79,
956,2289,2289,B6D2F1,F,HF,342,Natural,4/28/15,8/5/15,4/4/16,99,
957,366,366,BXD9,F,HF,342,Natural,9/22/11,2/13/12,8/29/12,144,
958,1480,1480,BXD40,F,HF,346,Natural,2/2/14,4/11/14,1/14/15,68,
959,607,607,BXD84,F,HF,347,Natural,1/2/12,7/20/12,12/14/12,200,
960,735,735,BXD90,F,HF,347,Natural,11/28/11,7/20/12,11/9/12,235,
961,2740,2740,BXD197,F,HF,349,Natural,12/12/17,2/23/18,11/26/18,73,
962,2597,2597,BXD84,F,HF,350,Natural,6/27/16,8/11/16,6/12/17,45,
963,2525,2525,BXD18,F,HF,352,Natural,10/7/15,1/15/16,9/23/16,100,
964,794,794,BXD101,F,HF,353,Euthanized,3/27/12,7/20/12,3/15/13,115,
965,1556,1556,BXD66,F,HF,353,Natural,12/26/13,4/11/14,12/14/14,106,
966,594,594,BXD32,F,HF,357,Natural,2/12/12,7/20/12,2/3/13,159,
967,839,839,BXD53,F,HF,358,Natural,1/19/12,7/20/12,1/11/13,183,
968,1427,1427,BXD79,F,HF,358,Natural,1/14/14,4/11/14,1/7/15,87,
969,198,198,BXD9,F,HF,359,Natural,10/3/11,2/13/12,9/26/12,133,
970,53,53,BXD98,F,HF,360,Natural,5/2/11,2/13/12,4/26/12,287,
971,2359,2359,BXD18,F,HF,360,Natural,6/30/15,11/3/15,6/24/16,126,
972,2518,2518,BXD19,F,HF,360,Natural,10/20/15,1/14/16,10/14/16,86,
973,2906,2906,BXD2,F,HF,361,Natural,9/1/18,11/19/18,8/28/19,79,
974,2857,2857,BXD5,F,HF,366,Euthanized,6/11/18,7/23/18,6/12/19,42,
975,2213,2213,BXD170,F,HF,366,Natural,6/22/15,8/5/15,6/22/16,44,
976,2557,2557,BXD28,F,HF,367,Natural,12/24/15,2/5/16,12/25/16,43,
977,776,776,BXD27,F,HF,368,Natural,1/22/12,7/20/12,1/24/13,180,
978,2122,2122,BXD24,F,HF,368,Natural,8/29/14,2/6/15,9/1/15,161,
979,2998,2998,BXD170,F,HF,369,Euthanized,7/10/19,1/10/20,7/13/20,184,
980,356,356,BXD13,F,HF,370,Natural,8/25/11,2/13/12,8/29/12,172,
981,860,860,BXD95,F,HF,371,Natural,8/30/11,7/20/12,9/4/12,325,
982,861,861,BXD95,F,HF,371,Natural,8/30/11,7/20/12,9/4/12,325,
983,2117,2117,BXD101,F,HF,372,Euthanized,10/13/14,2/6/15,10/20/15,116,
984,2827,2827,BXD14,F,HF,376,Euthanized,4/14/18,7/23/18,4/25/19,100,
985,2581,2581,BXD84,F,HF,378,Natural,5/18/16,7/1/16,5/31/17,44,
986,1783,1783,BXD65,F,HF,379,Natural,6/23/14,8/13/14,7/7/15,51,
987,666,666,BXD13,F,HF,380,Natural,1/30/12,7/20/12,2/13/13,172,
988,2254,2254,BXD161,F,HF,380,Natural,6/24/15,8/5/15,7/8/16,42,
989,1904,1904,BXD70,F,HF,383,Natural,7/10/14,10/22/14,7/28/15,104,
990,2214,2214,BXD170,F,HF,385,Natural,6/22/15,8/5/15,7/11/16,44,
991,2908,2908,BXD2,F,HF,385,Natural,9/1/18,11/19/18,9/21/19,79,
992,2363,2363,BXD178,F,HF,386,Euthanized,8/3/15,11/3/15,8/23/16,92,
993,2255,2255,BXD161,F,HF,387,Natural,6/24/15,8/5/15,7/15/16,42,
994,2211,2211,BXD19,F,HF,388,Euthanized,6/9/15,8/5/15,7/1/16,57,
995,200,200,BXD9,F,HF,388,Natural,10/8/11,2/13/12,10/30/12,128,
996,1553,1553,BXD79,F,HF,388,Natural,1/18/14,4/11/14,2/10/15,83,
997,403,403,BXD87,F,HF,389,Natural,10/7/11,2/13/12,10/30/12,129,
998,397,397,BXD90,F,HF,391,Natural,10/21/11,2/13/12,11/15/12,115,
999,196,196,BXD9,F,HF,393,Natural,10/3/11,2/13/12,10/30/12,133,
1000,1548,1548,BXD79,F,HF,394,Natural,1/18/14,4/11/14,2/16/15,83,
1001,2709,2709,BXD195,F,HF,394,Natural,10/21/17,12/7/17,11/19/18,47,
1002,2828,2828,BXD14,F,HF,395,Euthanized,4/14/18,7/23/18,5/14/19,100,
1003,2328,2328,BXD170,F,HF,398,Euthanized,7/30/15,11/3/15,8/31/16,96,
1004,3214,3214,BXD75,F,HF,400,Euthanized,7/14/20,9/23/20,8/18/21,71,
1005,1215,1215,BXD100,F,HF,400,Natural,10/8/12,8/8/13,11/12/13,304,
1006,2464,2464,BXD84,F,HF,401,Natural,12/9/15,1/14/16,1/13/17,36,
1007,1202,1202,BXD64,F,HF,403,Natural,4/22/13,8/8/13,5/30/14,108,
1008,2572,2572,BXD18,F,HF,406,Natural,1/24/16,2/19/16,3/5/17,26,
1009,2392,2392,BXD9,F,HF,408,Natural,11/29/14,11/3/15,1/11/16,339,
1010,1599,1599,BXD65b,F,HF,409,Natural,3/12/14,6/12/14,4/25/15,92,
1011,2168,2168,BXD24,F,HF,409,Natural,11/30/14,3/13/15,1/13/16,103,
1012,731,731,BXD67,F,HF,410,Natural,3/10/12,7/20/12,4/24/13,132,
1013,2478,2478,BXD62,F,HF,410,Natural,11/4/15,1/14/16,12/18/16,71,
1014,2524,2524,BXD18,F,HF,412,Euthanized,10/7/15,1/15/16,11/22/16,100,
1015,728,728,BXD34,F,HF,412,Natural,12/7/11,7/20/12,1/22/13,226,
1016,418,418,BXD74,F,HF,414,Euthanized,10/26/11,2/13/12,12/13/12,110,
1017,417,417,BXD74,F,HF,414,Natural,10/26/11,2/13/12,12/13/12,110,
1018,640,640,D2B6F1,F,HF,421,Natural,12/28/11,7/20/12,2/21/13,205,
1019,660,660,BXD90,F,HF,423,Natural,1/17/12,7/20/12,3/15/13,185,
1020,661,661,BXD90,F,HF,423,Natural,1/17/12,7/20/12,3/15/13,185,
1021,212,212,BXD48a,F,HF,424,Natural,9/17/11,2/13/12,11/14/12,149,
1022,2423,2423,BXD16,F,HF,424,Natural,8/13/15,11/6/15,10/10/16,85,
1023,377,377,BXD9,F,HF,425,Euthanized,10/9/11,2/13/12,12/7/12,127,
1024,657,657,BXD85,F,HF,425,Natural,1/12/12,7/20/12,3/12/13,190,
1025,2396,2396,BXD87,F,HF,425,Natural,6/12/15,11/3/15,8/10/16,144,
1026,1207,1207,BXD62,F,HF,427,Natural,2/20/13,8/8/13,4/23/14,169,
1027,2789,2789,BXD194,F,HF,429,Natural,3/5/18,5/8/18,5/8/19,64,
1028,2603,2603,BXD170,F,HF,432,Natural,7/8/16,8/11/16,9/13/17,34,
1029,2095,2095,BXD65,F,HF,433,Natural,10/20/14,2/6/15,12/27/15,109,
1030,2387,2387,BXD48,F,HF,433,Natural,6/4/15,11/3/15,8/10/16,152,
1031,2601,2601,BXD170,F,HF,433,Natural,7/8/16,8/11/16,9/14/17,34,
1032,467,467,BXD101,F,HF,434,Natural,9/9/11,2/10/12,11/16/12,154,
1033,1205,1205,BXD64,F,HF,434,Natural,3/20/13,8/8/13,5/28/14,141,
1034,425,425,BXD66,F,HF,435,Natural,11/7/11,2/13/12,1/15/13,98,
1035,1400,1400,BXD99,F,HF,435,Natural,1/15/14,2/28/14,3/26/15,44,
1036,1007,1007,BXD9,F,HF,437,Natural,2/20/13,8/8/13,5/3/14,169,
1037,1690,1690,BXD40,F,HF,437,Natural,4/27/14,7/25/14,7/8/15,89,
1038,2143,2143,BXD69,F,HF,437,Natural,11/18/14,3/13/15,1/29/16,115,
1039,633,633,BXD98,F,HF,438,Euthanized,1/2/12,7/20/12,3/15/13,200,
1040,632,632,BXD98,F,HF,438,Natural,1/2/12,7/20/12,3/15/13,200,
1041,334,334,BXD77,F,HF,441,Natural,10/24/11,2/13/12,1/7/13,112,
1042,2038,2038,BXD40,F,HF,441,Natural,10/4/14,2/6/15,12/19/15,125,
1043,449,449,BXD102,F,HF,442,Euthanized,11/3/11,2/10/12,1/18/13,99,
1044,720,720,BXD101,F,HF,442,Natural,1/12/12,7/20/12,3/29/13,190,
1045,805,805,BXD65,F,HF,442,Natural,2/29/12,7/20/12,5/16/13,142,
1046,2720,2720,BXD190,F,HF,443,Euthanized,11/1/17,1/8/18,1/18/19,68,
1047,2113,2113,BXD101,F,HF,443,Natural,9/25/14,2/6/15,12/12/15,134,
1048,722,722,BXD56,F,HF,444,Natural,3/12/12,7/20/12,5/30/13,130,
1049,672,672,BXD29,F,HF,445,Natural,11/20/11,7/20/12,2/7/13,243,
1050,2674,2674,BXD16,F,HF,447,Euthanized,1/6/17,2/24/17,3/29/18,49,
1051,297,297,BXD87,F,HF,447,Natural,11/16/11,2/13/12,2/5/13,89,
1052,1138,1138,BXD32,F,HF,447,Natural,4/18/13,8/8/13,7/9/14,112,
1053,1235,1235,B6D2F1,F,HF,447,Natural,4/24/13,8/8/13,7/15/14,106,
1054,1894,1894,BXD56,F,HF,447,Natural,6/17/14,10/22/14,9/7/15,127,
1055,1337,1337,BXD13,F,HF,449,Natural,7/16/13,11/15/13,10/8/14,122,
1056,2481,2481,BXD24,F,HF,449,Natural,11/13/15,1/14/16,2/4/17,62,
1057,1229,1229,B6D2F1,F,HF,450,Natural,2/3/13,8/8/13,4/29/14,186,
1058,1060,1060,BXD40,F,HF,452,Natural,3/7/13,8/8/13,6/2/14,154,
1059,131,131,BXD48,F,HF,453,Natural,10/15/11,2/13/12,1/10/13,121,
1060,133,133,BXD48,F,HF,453,Natural,10/15/11,2/13/12,1/10/13,121,
1061,2786,2786,BXD197,F,HF,453,Natural,2/27/18,5/8/18,5/26/19,70,
1062,1061,1061,BXD40,F,HF,454,Natural,3/7/13,8/8/13,6/4/14,154,
1063,3215,3215,BXD75,F,HF,455,Euthanized,7/14/20,9/23/20,10/12/21,71,
1064,2192,2192,BXD178,F,HF,455,Natural,6/10/15,8/5/15,9/7/16,56,
1065,764,764,BXD34,F,HF,456,Natural,4/9/12,7/20/12,7/9/13,102,
1066,2225,2225,BXD187,F,HF,457,Natural,6/8/15,8/5/15,9/7/16,58,
1067,337,337,BXD100,F,HF,460,Euthanized,11/13/11,2/10/12,2/15/13,89,
1068,2199,2199,BXD28,F,HF,460,Natural,6/9/15,8/5/15,9/11/16,57,
1069,2830,2830,BXD14,F,HF,461,Natural,4/14/18,7/23/18,7/19/19,100,
1070,137,137,BXD48,F,HF,462,Natural,10/6/11,2/13/12,1/10/13,130,
1071,436,436,BXD29,F,HF,464,Natural,11/12/11,2/13/12,2/18/13,93,
1072,2804,2804,BXD14,F,HF,464,Natural,3/21/18,6/14/18,6/28/19,85,
1073,2845,2845,BXD1,F,HF,466,Euthanized,5/12/18,7/23/18,8/21/19,72,
1074,2895,2895,BXD22,F,HF,466,Natural,7/24/18,11/19/18,11/2/19,118,
1075,1461,1461,BXD44,F,HF,467,Natural,1/10/14,4/11/14,4/22/15,91,
1076,1577,1523,BXD98,F,HF,468,Euthanized,1/11/14,4/11/14,4/24/15,90,
1077,602,602,BXD84,F,HF,469,Natural,2/27/12,7/20/12,6/10/13,144,
1078,2846,2846,BXD1,F,HF,470,Natural,5/12/18,7/23/18,8/25/19,72,
1079,2790,2790,BXD194,F,HF,471,Euthanized,3/5/18,5/8/18,6/19/19,64,
1080,2843,2843,BXD1,F,HF,471,Natural,5/12/18,7/23/18,8/26/19,72,
1081,2227,2227,BXD187,F,HF,472,Natural,6/8/15,8/5/15,9/22/16,58,
1082,2025,2025,BXD32,F,HF,474,Natural,9/11/14,2/6/15,12/29/15,148,
1083,287,287,BXD34,F,HF,475,Natural,9/28/11,2/13/12,1/15/13,138,
1084,2465,2465,BXD84,F,HF,475,Natural,12/9/15,1/14/16,3/28/17,36,
1085,606,606,BXD86,F,HF,476,Natural,11/21/11,7/20/12,3/11/13,242,
1086,1003,1003,BXD9,F,HF,476,Natural,1/2/13,8/8/13,4/23/14,218,
1087,1016,1016,BXD9,F,HF,478,Natural,4/15/13,8/8/13,8/6/14,115,
1088,2862,2862,BXD191,F,HF,478,Natural,6/6/18,8/13/18,9/27/19,68,
1089,2609,2609,BXD101,F,HF,479,Euthanized,5/30/16,8/11/16,9/21/17,73,
1090,438,438,BXD73,F,HF,480,Natural,10/31/11,2/13/12,2/22/13,105,
1091,443,443,BXD60,F,HF,480,Natural,11/8/11,2/13/12,3/2/13,97,
1092,2366,2366,BXD172,F,HF,481,Euthanized,7/31/15,11/3/15,11/23/16,95,
1093,2604,2604,BXD86,F,HF,481,Euthanized,6/10/16,8/11/16,10/4/17,62,
1094,2362,2362,BXD178,F,HF,482,Natural,7/21/15,11/3/15,11/14/16,105,
1095,2628,2628,BXD169,F,HF,482,Natural,8/8/16,9/13/16,12/3/17,36,
1096,2693,2693,BXD172,F,HF,483,Euthanized,10/17/17,11/20/17,2/12/19,34,
1097,461,461,BXD65,F,HF,483,Natural,9/23/11,2/13/12,1/18/13,143,
1098,2570,2570,BXD18,F,HF,484,Euthanized,1/24/16,2/19/16,5/22/17,26,
1099,2571,2571,BXD18,F,HF,484,Euthanized,1/24/16,2/19/16,5/22/17,26,
1100,760,760,BXD85,F,HF,484,Natural,11/20/11,7/20/12,3/18/13,243,
1101,306,306,BXD48a,F,HF,485,Natural,11/13/11,2/13/12,3/12/13,92,
1102,2626,2626,BXD169,F,HF,485,Natural,8/4/16,9/13/16,12/2/17,40,
1103,283,283,BXD56,F,HF,486,Natural,10/2/11,2/13/12,1/30/13,134,
1104,552,552,BXD89,F,HF,487,Natural,2/26/12,7/20/12,6/27/13,145,
1105,898,898,BXD16,F,HF,487,Natural,10/4/11,7/20/12,2/2/13,290,
1106,562,562,BXD48,F,HF,488,Natural,1/14/12,7/20/12,5/16/13,188,
1107,2218,2218,BXD214,F,HF,491,Euthanized,6/3/15,8/5/15,10/6/16,63,
1108,292,292,BXD39,F,HF,491,Natural,9/10/11,2/13/12,1/13/13,156,
1109,604,604,BXD84,F,HF,491,Natural,2/27/12,7/20/12,7/2/13,144,
1110,1780,1719,BXD65,F,HF,491,Natural,5/17/14,7/25/14,9/20/15,69,
1111,662,662,BXD90,F,HF,493,Natural,1/17/12,7/20/12,5/24/13,185,
1112,1027,1027,BXD13,F,HF,493,Natural,2/23/13,8/8/13,7/1/14,166,
1113,1294,1194,BXD73b,F,HF,496,Natural,11/29/12,8/8/13,4/9/14,252,
1114,1396,1396,BXD60,F,HF,496,Natural,5/8/13,2/28/14,9/16/14,296,
1115,2778,2778,BXD214,F,HF,497,Euthanized,1/16/18,3/27/18,5/28/19,70,
1116,2801,2801,BXD31,F,HF,497,Euthanized,3/26/18,6/14/18,8/5/19,80,
1117,1931,1809,C57BL/6J,F,HF,498,Natural,7/18/14,10/22/14,11/28/15,96,
1118,2462,2462,BXD6,F,HF,498,Natural,11/5/15,1/14/16,3/17/17,70,
1119,2487,2487,BXD24,F,HF,499,Natural,8/18/15,1/14/16,12/29/16,149,
1120,378,378,BXD24,F,HF,500,Euthanized,10/15/11,2/13/12,2/26/13,121,
1121,862,862,BXD95,F,HF,500,Euthanized,8/30/11,7/20/12,1/11/13,325,
1122,537,537,DBA/2J,F,HF,500,Natural,9/13/11,7/20/12,1/25/13,311,
1123,2473,2473,BXD24,F,HF,500,Natural,11/5/15,1/14/16,3/19/17,70,
1124,2844,2844,BXD1,F,HF,500,Natural,5/12/18,7/23/18,9/24/19,72,
1125,2170,2170,BXD24,F,HF,502,Natural,1/13/15,3/13/15,5/29/16,59,
1126,2171,2171,BXD24,F,HF,502,Natural,1/13/15,3/13/15,5/29/16,59,
1127,204,204,BXD9,F,HF,503,Natural,10/8/11,2/13/12,2/22/13,128,
1128,2111,2111,BXD66,F,HF,504,Natural,8/16/14,2/6/15,1/2/16,174,
1129,2220,2220,BXD157,F,HF,504,Natural,5/29/15,8/5/15,10/14/16,68,
1130,2106,2106,BXD65b,F,HF,505,Natural,10/9/14,2/6/15,2/26/16,120,
1131,900,900,BXD16,F,HF,507,Natural,10/4/11,7/20/12,2/22/13,290,
1132,1340,1340,BXD48,F,HF,508,Natural,9/11/13,11/15/13,2/1/15,65,
1133,2193,2193,BXD178,F,HF,508,Natural,6/10/15,8/5/15,10/30/16,56,
1134,3126,3126,C57BL/6J,F,HF,508,Natural,12/18/19,6/18/20,5/9/21,183,
1135,535,535,DBA/2J,F,HF,509,Natural,12/26/11,7/20/12,5/18/13,207,
1136,2475,2475,BXD60,F,HF,509,Natural,11/11/15,1/14/16,4/3/17,64,
1137,2705,2705,BXD214,F,HF,509,Natural,10/18/17,12/7/17,3/11/19,50,
1138,1703,1703,BXD40,F,HF,510,Natural,4/28/14,7/25/14,9/20/15,88,
1139,1943,1423,BXD101,F,HF,511,Natural,11/30/13,4/11/14,4/25/15,132,
1140,2430,2430,BXD19,F,HF,511,Natural,9/3/15,11/6/15,1/26/17,64,
1141,781,781,BXD73b,F,HF,512,Natural,3/22/12,7/20/12,8/16/13,120,
1142,149,149,BXD77,F,HF,513,Natural,9/19/11,2/13/12,2/13/13,147,
1143,603,603,BXD84,F,HF,513,Natural,2/27/12,7/20/12,7/24/13,144,
1144,2579,2579,BXD9,F,HF,515,Natural,2/24/16,5/12/16,7/23/17,78,
1145,2164,2164,BXD40,F,HF,516,Natural,1/14/15,3/13/15,6/13/16,58,
1146,2425,2425,BXD6,F,HF,516,Natural,9/13/15,11/6/15,2/10/17,54,
1147,321,321,BXD60,F,HF,517,Natural,10/10/11,2/13/12,3/10/13,126,
1148,590,590,BXD48,F,HF,517,Natural,12/10/11,7/20/12,5/10/13,223,
1149,683,683,BXD9,F,HF,517,Natural,3/15/12,7/20/12,8/14/13,127,
1150,795,795,BXD101,F,HF,518,Euthanized,3/27/12,7/20/12,8/27/13,115,
1151,2191,2191,BXD178,F,HF,519,Natural,6/23/15,8/5/15,11/23/16,43,
1152,262,262,BXD100,F,HF,520,Euthanized,10/5/11,2/10/12,3/8/13,128,
1153,2699,2699,BXD191,F,HF,520,Euthanized,10/18/17,12/7/17,3/22/19,50,
1154,164,164,BXD60,F,HF,521,Natural,10/16/11,2/13/12,3/20/13,120,
1155,2506,2506,DBA/2J,F,HF,521,Natural,8/15/15,1/14/16,1/17/17,152,
1156,700,700,BXD48a,F,HF,522,Natural,12/25/11,7/20/12,5/30/13,208,
1157,374,374,BXD9,F,HF,524,Euthanized,9/24/11,2/13/12,3/1/13,142,
1158,2152,2152,BXD43,F,HF,524,Natural,11/29/14,3/13/15,5/6/16,104,
1159,2694,2694,BXD172,F,HF,526,Natural,10/17/17,11/20/17,3/27/19,34,
1160,2169,2169,BXD24,F,HF,527,Natural,12/19/14,3/13/15,5/29/16,84,
1161,2697,2697,BXD75,F,HF,528,Euthanized,10/22/17,12/7/17,4/3/19,46,
1162,859,859,BXD95,F,HF,528,Natural,8/30/11,7/20/12,2/8/13,325,
1163,1359,1359,BXD102,F,HF,528,Natural,4/28/13,1/13/14,10/8/14,260,
1164,2461,2461,BXD6,F,HF,529,Euthanized,11/5/15,1/14/16,4/17/17,70,
1165,281,281,BXD56,F,HF,529,Natural,10/2/11,2/13/12,3/14/13,134,
1166,1485,1485,BXD70,F,HF,529,Natural,2/21/14,4/11/14,8/4/15,49,
1167,315,315,BXD60,F,HF,530,Natural,11/18/11,2/13/12,5/1/13,87,
1168,2135,2135,BXD70,F,HF,530,Natural,1/3/15,3/13/15,6/16/16,69,
1169,2427,2427,BXD16,F,HF,533,Euthanized,9/15/15,11/6/15,3/1/17,52,
1170,2489,2489,BXD62,F,HF,533,Natural,8/12/15,1/14/16,1/26/17,155,
1171,380,380,BXD48a,F,HF,536,Natural,7/30/11,2/13/12,1/16/13,198,
1172,1584,1542,BXD43,F,HF,536,Natural,2/3/14,4/11/14,7/24/15,67,
1173,1925,1389,BXD45,F,HF,537,Natural,9/5/13,2/28/14,2/24/15,176,
1174,2806,2806,BXD191,F,HF,538,Euthanized,3/21/18,7/6/18,9/10/19,107,
1175,1136,1136,BXD32,F,HF,538,Natural,4/18/13,8/8/13,10/8/14,112,
1176,2438,2438,BXD28,F,HF,538,Natural,9/15/15,11/6/15,3/6/17,52,
1177,2532,2532,BXD19,F,HF,538,Natural,10/1/15,1/15/16,3/22/17,106,
1178,1785,1785,BXD65,F,HF,540,Natural,6/23/14,8/13/14,12/15/15,51,
1179,2322,2322,BXD171,F,HF,541,Euthanized,8/4/15,9/9/15,1/26/17,36,
1180,285,285,BXD56,F,HF,541,Natural,10/2/11,2/13/12,3/26/13,134,
1181,925,515,C57BL/6J,F,HF,543,Natural,12/24/11,7/20/12,6/19/13,209,
1182,779,779,BXD73b,F,HF,543,Natural,3/22/12,7/20/12,9/16/13,120,
1183,2576,2576,BXD84,F,HF,543,Natural,2/15/16,5/12/16,8/11/17,87,
1184,1944,1492,BXD62,F,HF,544,Natural,1/19/14,4/11/14,7/17/15,82,
1185,2104,2104,BXD65b,F,HF,545,Natural,10/9/14,2/6/15,4/6/16,120,
1186,2126,2126,BXD66,F,HF,545,Natural,10/22/14,2/6/15,4/19/16,107,
1187,2409,2409,BXD19,F,HF,545,Natural,8/15/15,11/6/15,2/10/17,83,
1188,2748,2748,BXD172,F,HF,545,Natural,12/19/17,2/23/18,6/17/19,66,
1189,3026,3026,BXD101,F,HF,546,Euthanized,7/16/19,1/22/20,1/12/21,190,
1190,2872,2872,BXD22,F,HF,546,Natural,6/26/18,9/25/18,12/24/19,91,
1191,519,519,C57BL/6J,F,HF,547,Natural,2/9/12,7/20/12,8/9/13,162,
1192,440,440,BXD73,F,HF,549,Natural,10/31/11,2/13/12,5/2/13,105,
1193,894,894,BXD88,F,HF,549,Natural,1/21/12,7/20/12,7/23/13,181,
1194,2182,2182,DBA/2J,F,HF,550,Natural,12/4/14,3/13/15,6/6/16,99,
1195,1923,1718,BXD65,F,HF,551,Natural,5/17/14,7/25/14,11/19/15,69,
1196,2096,2096,BXD65,F,HF,551,Natural,10/20/14,2/6/15,4/23/16,109,
